Prediction
53.45
60.6
142.95
64.0
47.05
89.4
90.35
62.45
304.05
92.2
41.8
123.45
58.8
50.7
66.25
56.0
131.85
52.4
113.3
96.3
184.55
27.7
88.3
61.8
46.6
45.2
103.15
109.05
69.3
63.85
57.1
58.8
110.9
77.2
132.15
69.25
54.6
47.5
53.65
46.3
50.5
112.5
189.0
57.25
74.1
53.05
60.15
67.3
55.35
83.5
164.15
55.35
240.05
60.55
317.05
193.8
274.9
47.65
48.0
166.45
55.85
74.4
93.7
57.6
59.0
54.85
55.6
136.35
52.3
109.8
52.35
48.5
52.1
43.6
49.4
63.2
58.15
66.05
56.8
58.2
53.4
54.95
107.55
46.7
42.0
74.7
93.2
123.0
101.7
62.0
216.9
80.0
131.8
120.4
164.7
48.85
54.6
54.75
135.05
62.25
55.45
71.85
99.85
77.4
125.25
50.5
108.15
118.45
50.1
86.95
245.25
107.6
45.1
243.0
76.75
55.4
102.15
100.0
55.85
80.4
231.1
72.6
53.85
60.7
62.5
50.5
56.8
52.4
85.25
61.05
58.95
41.8
101.25
325.15
175.15
102.95
53.0
55.5
112.25
105.1
149.95
227.1
94.4
77.75
60.05
52.95
72.4
103.25
116.6
128.65
64.5
168.45
134.85
80.75
201.55
89.45
146.9
60.05
76.95
77.95
54.3
100.4
97.15
104.55
38.25
96.65
129.3
78.2
61.25
57.65
39.05
64.45
52.05
41.8
52.8
46.5
62.45
50.85
148.35
178.25
77.1
40.5
59.0
123.4
66.9
97.65
44.95
137.4
306.55
44.05
72.9
80.2
119.05
229.2
61.4
127.65
58.55
59.0
77.4
48.3
98.85
101.8
224.6
299.15
147.2
54.65
44.85
110.4
119.75
50.4
74.45
69.05
346.2
62.95
230.3
57.9
142.9
71.8
54.05
101.65
73.2
55.0
109.4
132.6
107.75
58.25
81.15
50.05
93.25
123.05
65.7
55.25
144.5
40.55
118.25
111.15
44.7
61.0
56.05
74.6
113.3
69.05
102.45
39.5
76.3
52.45
51.15
54.15
61.35
95.0
182.55
61.7
49.2
50.95
48.85
91.0
63.8
94.5
47.2
55.35
122.3
33.6
47.2
81.35
58.1
56.7
69.25
123.3
65.1
57.3
58.1
85.2
118.05
61.85
45.55
60.8
74.45
52.9
113.15
47.35
113.65
93.65
112.5
63.15
53.8
65.65
213.05
57.7
56.2
208.6
95.65
66.4
50.15
80.95
86.6
202.75
91.65
66.4
53.4
116.85
272.85
74.1
73.05
195.9
52.3
47.6
48.15
55.2
79.7
96.0
45.35
142.15
63.25
191.65
41.65
167.45
116.15
79.3
58.65
81.15
62.6
48.25
147.05
51.35
42.5
37.95
67.8
268.6
204.55
50.8
130.2
105.8
50.15
147.4
47.2
61.4
174.35
418.05
55.05
80.0
168.2
37.7
403.5
65.15
165.5
86.4
97.3
60.4
53.7
233.55
109.4
49.25
106.3
269.85
55.3
108.7
157.2
40.65
51.05
62.55
212.9
139.5
193.5
53.45
71.3
61.2
73.25
67.0
227.55
111.85
87.35
149.65
75.95
55.9
112.4
194.6
334.8
57.4
90.0
75.55
41.05
49.25
59.9
91.15
67.05
94.85
137.65
83.9
47.45
61.85
70.7
56.75
133.2
128.05
71.25
351.45
99.2
58.8
68.35
143.9
92.55
202.25
78.35
82.9
54.25
344.25
113.25
63.65
47.15
87.4
135.6
93.6
113.4
237.75
86.4
52.25
103.15
45.15
54.9
50.45
66.0
45.1
85.55
64.1
330.85
180.5
43.9
76.65
63.6
50.95
76.75
156.25
51.1
110.25
62.7
52.85
52.95
48.05
131.45
53.15
73.0
56.3
150.45
97.15
39.7
35.95
67.1
90.1
98.7
55.2
75.45
78.35
59.05
86.7
59.2
62.6
121.95
46.55
67.7
387.8
99.4
183.3
50.05
284.75
196.8
294.6
70.6
31.05
47.7
62.5
84.3
65.0
264.55
115.5
421.9
135.6
179.75
85.6
338.6
89.15
42.1
117.4
133.9
263.8
76.1
198.55
152.8
53.1
54.85
151.0
48.55
119.55
148.2
163.6
205.25
49.6
100.9
45.65
78.7
50.2
48.45
47.6
81.25
54.25
45.15
52.05
51.2
146.75
39.85
50.5
56.9
151.55
154.4
112.35
116.7
117.15
96.0
94.9
48.85
59.35
56.2
46.95
106.1
57.35
120.1
53.25
60.25
288.6
147.25
87.4
59.35
277.15
101.2
80.45
100.95
47.35
118.0
52.5
118.75
99.55
93.25
54.85
127.5
47.05
78.55
48.45
92.05
92.75
41.4
129.7
238.3
57.65
103.65
222.45
123.8
71.6
135.1
47.55
83.35
133.7
90.55
46.0
83.3
165.8
104.55
57.75
52.4
87.1
105.25
72.65
93.75
113.0
57.15
68.6
90.5
36.65
47.0
59.3
39.1
87.75
146.3
109.95
96.7
66.25
165.75
153.95
57.6
59.15
92.5
56.7
56.5
77.35
54.95
181.7
109.95
212.55
39.25
116.7
351.1
56.95
41.55
59.25
60.95
66.35
45.45
300.25
69.6
258.7
56.55
98.65
56.5
39.65
50.45
123.3
82.6
85.1
71.85
63.35
81.0
128.15
81.0
52.1
64.35
211.95
54.7
48.4
64.8
57.15
125.0
55.85
57.9
49.0
49.7
88.15
32.45
120.7
60.0
103.15
49.3
153.75
195.25
97.9
137.4
71.35
82.2
133.85
69.15
170.35
95.3
65.65
243.35
51.65
66.25
43.35
210.2
127.55
131.15
50.1
125.3
56.0
81.5
53.95
155.9
47.25
50.6
68.0
86.6
54.6
158.95
206.45
53.05
107.4
40.35
57.65
46.1
38.9
57.55
69.45
90.95
126.25
56.1
41.7
160.4
61.35
74.1
78.4
225.25
67.6
62.2
50.65
51.2
56.5
61.95
95.4
114.2
60.45
44.6
114.6
74.05
110.75
83.95
106.5
154.0
81.55
135.0
86.1
102.2
49.9
96.6
43.6
135.75
58.5
62.75
270.55
55.25
48.1
95.95
56.4
63.45
205.6
81.15
139.3
59.25
63.75
96.3
95.2
68.7
51.95
72.35
66.55
64.05
51.4
49.2
56.25
61.35
52.55
44.75
52.65
54.05
76.65
212.2
50.45
119.8
62.9
101.45
51.3
85.9
329.85
114.9
80.0
57.25
72.8
41.1
122.65
57.0
120.95
122.75
52.85
49.65
60.85
87.6
134.8
120.25
62.1
134.45
89.1
40.35
72.65
72.45
49.55
61.45
77.1
52.55
51.25
49.95
70.75
50.85
162.1
47.75
116.15
55.2
107.0
273.25
72.8
51.5
134.05
60.7
116.35
376.1
125.7
40.65
123.0
53.8
52.7
353.4
97.45
50.75
42.15
61.1
101.6
131.0
45.2
50.15
52.05
87.45
216.6
49.35
71.8
88.1
61.0
103.9
287.0
110.95
216.3
54.85
94.35
48.65
52.6
115.4
92.2
89.35
71.15
199.05
71.45
81.35
111.1
51.5
121.75
66.5
105.85
132.6
56.85
53.1
44.95
63.85
91.2
111.0
59.05
51.4
75.2
127.2
59.55
138.5
152.05
94.35
47.55
128.95
84.75
49.05
50.45
110.45
72.5
194.35
98.2
144.9
51.7
60.8
60.45
49.15
51.25
58.35
91.65
165.15
64.8
68.95
92.25
96.25
105.15
64.9
47.4
90.3
57.9
95.65
267.2
290.6
157.95
45.4
52.8
54.05
80.5
94.15
43.8
63.95
53.45
64.85
83.25
72.9
254.3
59.65
45.55
306.95
59.5
163.0
81.75
62.6
62.2
78.55
61.45
64.6
101.5
119.95
67.35
194.75
83.8
150.25
67.3
53.25
122.3
81.7
57.95
52.9
41.3
60.3
63.25
88.45
357.3
59.2
194.1
98.9
53.45
112.35
113.05
62.2
53.3
97.5
78.45
148.15
47.4
104.35
103.35
63.8
78.5
56.1
100.45
69.65
61.4
42.9
122.0
110.05
34.75
89.5
126.5
85.25
52.05
38.85
52.05
57.2
57.75
41.5
310.55
46.0
172.55
115.55
55.3
48.8
79.0
62.55
131.65
57.65
68.35
56.85
91.8
90.85
37.15
115.55
60.8
208.25
46.6
45.55
62.55
55.7
124.15
107.55
77.55
58.95
261.85
43.35
100.85
55.05
47.2
89.15
56.15
56.4
247.45
52.55
40.65
46.4
92.1
83.35
55.8
56.4
90.6
114.3
126.0
120.55
90.35
109.0
108.5
59.75
127.8
92.6
53.25
99.65
253.75
90.5
66.85
61.45
108.3
83.4
93.35
72.1
55.45
43.95
89.85
95.0
63.75
61.4
79.35
74.5
55.95
83.25
137.0
65.6
53.05
86.0
61.1
111.3
121.55
45.4
34.85
59.2
105.25
113.45
48.6
167.5
67.1
265.75
54.05
46.0
51.25
188.65
113.45
139.75
108.8
101.85
88.9
60.0
85.0
57.4
60.25
150.5
51.65
200.9
53.55
66.9
82.65
154.65
160.85
61.1
53.0
109.8
57.05
116.0
118.9
46.9
48.3
53.1
55.5
129.6
116.35
35.85
55.15
166.95
50.75
130.85
54.0
47.05
44.2
134.4
47.85
47.55
74.6
46.85
111.3
65.8
73.2
62.5
40.8
63.25
54.9
136.3
91.05
96.35
58.85
49.95
52.3
67.9
48.05
40.35
48.3
67.5
62.05
217.05
49.15
259.0
66.15
63.65
142.65
246.15
135.45
58.35
58.55
79.9
113.9
148.0
51.1
68.1
161.35
79.95
111.1
54.2
56.5
67.1
96.3
95.45
50.65
45.95
86.95
90.55
187.7
49.75
69.05
136.2
46.15
69.1
108.75
47.55
55.75
40.3
72.7
146.3
94.35
53.2
143.3
79.9
145.8
66.3
57.0
84.4
103.4
100.6
99.15
75.3
41.45
93.35
80.55
293.5
250.7
88.6
72.1
54.75
93.25
125.4
68.7
197.6
84.85
75.9
65.3
83.15
60.1
41.7
253.0
104.65
107.15
148.25
41.15
310.3
29.2
83.9
69.65
72.95
90.1
59.65
53.5
57.85
239.65
55.1
129.85
124.0
53.05
56.7
61.95
89.5
62.05
81.7
52.8
129.0
49.6
324.55
80.35
54.3
66.1
64.75
199.3
40.25
67.15
91.15
242.2
63.7
66.75
38.0
123.9
58.0
90.5
67.1
182.0
50.0
43.8
116.3
133.0
96.7
71.55
216.4
81.35
257.0
182.55
46.95
51.6
67.7
134.45
52.25
55.7
133.8
148.5
64.85
296.0
103.0
179.4
99.0
78.55
55.85
47.95
50.7
76.75
128.45
54.35
220.45
33.45
217.65
109.4
158.4
52.55
235.5
77.3
93.55
204.85
55.15
51.85
46.5
114.55
73.8
42.8
117.55
128.1
54.0
47.95
101.55
167.65
136.25
74.05
44.55
49.2
52.25
154.95
74.4
59.2
46.5
86.65
139.15
141.65
278.3
107.55
54.55
45.65
127.3
46.4
63.45
67.75
144.95
65.35
52.65
222.95
44.3
52.15
65.85
97.0
77.35
39.3
43.85
257.8
94.9
58.3
106.1
60.6
110.95
316.8
86.85
50.7
67.7
103.2
299.4
60.2
71.95
58.9
131.1
151.2
102.5
269.65
157.5
77.4
45.45
119.8
59.15
66.7
79.3
82.8
119.45
305.45
97.9
51.8
63.05
59.85
81.5
157.0
62.0
55.05
40.9
94.1
52.9
148.4
45.6
51.8
55.6
55.5
68.9
134.85
47.6
64.95
46.05
37.25
129.65
35.4
237.3
117.05
62.15
318.75
79.2
144.1
47.2
333.4
66.8
53.65
127.45
65.9
53.15
85.5
130.3
46.65
53.7
106.95
85.3
49.9
54.8
161.15
83.2
66.75
117.35
65.45
93.6
325.35
173.5
146.85
54.95
92.55
131.7
52.4
39.9
37.45
45.2
50.15
161.15
65.85
229.0
128.65
58.7
103.3
70.7
53.75
72.8
180.35
91.0
107.5
67.15
203.05
47.0
286.6
62.6
54.1
35.65
81.4
42.95
166.45
57.65
44.5
39.6
96.4
50.2
68.9
72.0
326.95
85.0
53.35
53.9
55.4
51.3
71.25
121.9
50.65
110.05
68.25
47.9
197.1
128.25
76.8
93.6
309.6
272.15
39.95
53.95
111.35
264.8
75.3
91.0
68.1
163.3
60.8
67.95
55.1
83.35
49.85
76.6
99.8
182.15
210.5
243.55
116.55
58.4
112.55
54.3
74.95
107.7
55.65
107.3
171.6
134.85
161.4
85.35
83.2
46.8
138.15
65.85
103.5
269.1
253.85
63.7
88.9
48.15
61.85
85.8
61.15
36.7
53.9
63.5
96.05
101.0
167.0
106.65
48.05
48.5
288.2
204.95
48.4
57.5
57.1
84.9
68.35
47.8
51.95
57.85
79.0
155.55
45.1
41.45
94.0
66.3
94.45
237.6
42.45
39.6
70.1
56.25
94.55
296.9
80.55
63.4
47.35
119.85
60.6
39.6
120.8
56.05
59.25
92.8
50.9
42.4
51.4
50.1
103.65
121.35
92.75
201.8
56.05
83.75
60.1
39.2
115.55
87.1
133.65
87.7
75.35
205.0
66.95
53.75
54.35
91.8
53.25
67.65
106.85
59.75
254.8
78.65
161.75
98.2
59.75
58.4
56.45
50.3
64.45
50.55
58.7
137.9
66.3
124.5
220.1
72.2
64.05
117.5
68.2
45.3
51.35
110.3
105.4
43.5
61.7
79.0
138.45
49.8
57.75
263.75
110.75
88.05
63.65
153.6
72.6
114.4
60.2
53.6
64.95
58.85
323.65
72.35
74.55
64.75
58.6
50.4
188.65
72.0
65.85
202.25
50.65
36.1
50.4
121.6
65.45
125.1
84.05
115.1
59.4
503.9
317.1
51.55
52.95
43.35
48.45
124.05
183.6
55.2
49.35
63.15
47.2
52.15
96.0
67.7
46.75
54.5
100.9
67.05
156.25
60.35
223.45
45.65
103.2
268.35
58.15
52.15
199.1
98.3
132.85
101.1
116.7
40.0
359.3
57.9
45.0
77.25
103.2
61.65
66.2
73.75
57.9
68.3
56.6
361.0
50.05
48.3
72.65
136.15
62.5
100.85
47.45
54.4
75.35
153.1
245.55
53.8
166.05
102.95
56.1
53.05
45.05
63.35
212.8
107.0
75.5
148.75
64.45
288.75
86.55
122.35
179.9
160.75
183.45
64.6
129.95
69.25
81.6
61.35
90.9
259.7
188.65
82.0
47.65
51.55
59.55
109.15
109.85
87.1
231.95
255.3
153.6
55.1
72.65
248.3
95.15
53.8
57.7
96.55
110.85
293.95
64.95
81.0
61.75
55.65
51.4
184.95
53.9
63.65
116.6
54.25
133.7
262.05
114.9
242.8
52.55
70.5
151.15
53.15
143.8
123.45
254.95
79.75
76.0
65.7
88.75
75.35
86.75
67.1
85.6
107.75
65.25
224.35
55.55
60.1
81.65
49.75
129.6
45.85
81.75
47.75
64.3
71.55
146.85
47.55
47.5
115.15
110.35
83.05
251.15
95.7
59.3
139.65
140.75
86.35
52.3
51.5
56.2
56.5
120.2
116.1
93.9
165.9
140.2
139.6
61.05
133.4
57.9
60.5
68.75
404.2
76.4
51.6
345.65
151.05
90.95
67.4
82.25
63.35
65.1
63.55
143.15
129.55
41.1
96.6
62.15
119.35
68.25
95.8
58.15
57.1
55.15
37.25
75.65
367.55
132.95
54.45
53.35
217.85
137.05
41.95
58.95
60.65
90.2
129.75
191.8
74.05
44.2
57.5
123.35
145.0
59.55
57.2
147.8
109.1
315.2
62.85
84.0
81.5
134.7
106.1
155.45
264.85
141.45
161.65
74.95
57.5
42.7
53.2
43.9
56.05
56.2
682.95
96.0
51.75
53.35
52.8
37.7
56.55
231.75
54.25
58.25
52.4
51.0
117.9
54.35
62.35
109.7
100.95
151.35
56.4
75.1
91.85
211.9
39.95
66.8
55.25
56.6
44.5
186.9
82.15
80.9
187.7
148.85
340.2
42.6
54.3
432.1
128.25
58.35
56.3
78.45
57.0
301.7
38.4
233.5
74.75
115.5
129.25
51.05
60.55
74.9
51.8
54.1
53.65
186.45
187.95
44.3
135.45
76.1
53.55
54.25
176.5
62.7
49.0
72.2
72.35
222.85
62.3
37.5
115.05
42.3
49.6
58.55
116.1
44.8
53.45
107.4
174.75
69.15
46.25
46.85
100.5
454.25
99.65
48.8
69.4
103.85
66.4
48.9
51.55
53.55
136.7
58.45
57.7
62.45
155.45
76.1
149.9
44.55
105.75
71.1
101.35
141.95
309.05
84.35
56.25
41.05
85.9
103.4
62.9
45.2
53.85
73.4
77.3
49.3
115.35
77.9
125.75
89.0
164.05
74.3
71.1
51.35
66.25
132.2
287.2
148.55
186.35
99.75
86.5
121.9
66.6
61.25
99.05
79.0
104.25
102.1
99.2
125.5
240.1
50.2
88.65
78.95
45.25
60.55
362.8
272.65
84.1
64.0
82.35
177.7
56.5
91.2
59.15
34.6
53.35
51.4
97.3
63.75
68.1
50.3
230.5
126.2
86.8
51.6
158.85
286.0
52.9
53.05
115.35
105.3
62.65
60.5
108.0
113.75
53.85
155.15
110.75
140.55
110.05
53.55
115.95
568.4
47.15
49.7
52.95
56.75
38.65
107.35
56.65
125.1
107.25
53.9
64.35
184.8
51.5
220.35
235.85
47.1
103.1
101.9
297.35
64.0
94.9
73.3
94.25
63.15
64.45
54.65
60.1
285.2
282.05
103.85
53.5
68.5
126.45
74.5
49.85
53.9
141.7
47.75
45.05
84.0
63.35
81.75
53.1
54.8
60.2
50.05
55.0
211.2
81.8
74.6
62.4
155.05
81.3
51.25
93.45
41.4
65.0
219.7
76.25
91.95
160.1
143.25
84.1
220.1
71.9
102.0
62.8
52.4
56.25
45.45
207.3
149.85
49.2
89.05
64.5
53.2
53.0
54.35
50.15
41.6
54.5
67.1
217.6
50.45
122.1
221.0
104.85
151.05
105.95
88.0
62.15
180.9
68.25
58.1
95.85
85.4
140.4
55.25
240.5
385.95
54.1
38.7
49.75
51.5
121.9
41.7
86.2
64.95
54.65
42.5
117.15
57.3
55.7
72.15
140.65
61.2
77.5
404.95
154.35
80.5
125.35
38.7
72.45
152.05
105.05
129.85
45.25
164.15
58.4
97.8
58.45
63.85
230.8
99.15
53.2
172.6
48.55
232.4
126.35
51.45
137.95
70.6
55.3
68.75
67.5
57.4
163.75
100.55
59.9
347.6
67.25
78.75
208.0
60.75
44.2
103.15
50.15
64.0
54.2
60.3
221.4
95.5
77.25
49.9
104.35
90.2
78.85
48.8
51.25
47.9
58.25
67.15
53.25
104.15
109.3
53.5
108.3
35.85
89.95
45.2
40.75
82.55
63.6
194.55
88.25
74.35
50.15
75.9
52.3
207.8
52.85
52.65
304.45
90.8
140.15
52.2
150.75
57.25
44.1
345.65
58.55
42.15
124.7
76.55
192.15
291.55
86.05
78.1
395.35
43.75
52.65
54.6
62.5
157.35
72.35
87.25
49.2
90.75
56.4
124.9
58.35
222.55
62.55
138.4
45.4
174.95
77.55
133.35
114.9
113.3
49.95
66.3
58.95
56.2
198.8
209.95
177.7
83.4
81.7
85.55
139.6
124.45
48.9
86.7
55.5
57.15
54.4
75.0
57.15
58.9
44.75
118.4
100.75
277.25
49.0
200.2
57.6
99.55
53.2
179.45
122.95
86.3
59.15
43.55
88.65
44.45
63.6
39.3
68.4
119.1
61.25
204.9
56.2
38.85
56.0
59.8
57.85
291.2
50.95
69.7
56.65
116.1
93.85
56.3
61.8
337.6
56.05
217.7
106.2
126.25
87.15
69.1
58.1
58.9
120.1
99.15
159.6
94.35
58.2
39.05
56.65
61.3
43.65
214.7
80.5
64.95
68.85
91.7
67.6
113.7
69.8
66.7
68.5
97.6
104.7
128.35
160.3
58.25
53.85
46.4
65.3
77.2
46.9
56.25
53.45
60.95
51.1
65.35
85.2
31.5
71.85
68.35
61.85
50.5
59.75
94.25
48.35
123.95
234.35
91.8
61.45
104.3
290.45
68.0
140.95
434.1
37.65
106.0
72.4
69.6
110.7
41.05
73.5
113.7
117.8
145.9
64.1
163.7
94.25
90.45
47.85
58.95
458.95
140.0
85.15
49.55
136.15
92.6
111.1
52.4
109.05
60.7
102.0
47.8
86.2
65.1
62.6
137.0
105.05
198.65
41.0
42.95
271.35
73.45
49.4
52.1
71.4
123.75
274.15
85.6
55.05
60.8
110.0
200.2
66.75
103.6
62.85
63.5
53.9
45.75
90.05
80.1
94.9
55.75
82.05
47.7
51.45
44.65
183.2
138.25
60.7
44.15
117.7
46.9
43.0
135.65
109.5
46.15
197.5
65.95
42.35
87.9
56.4
145.6
150.1
145.55
38.05
96.55
98.75
61.1
52.75
80.9
82.85
108.75
69.45
60.3
121.1
81.8
68.8
53.6
47.15
239.05
72.15
105.95
81.45
163.65
147.5
81.65
285.2
76.25
95.4
53.25
225.55
111.9
223.65
89.05
250.55
130.05
63.15
45.8
77.05
89.25
95.2
42.65
145.8
86.3
103.25
368.9
63.05
140.2
95.15
77.5
93.8
80.6
59.25
42.75
57.9
121.75
105.05
59.5
60.4
94.15
164.5
58.3
246.7
101.05
101.3
44.8
42.65
38.7
47.1
79.5
59.4
89.0
64.7
42.85
124.7
109.3
43.95
44.85
102.6
57.65
139.3
251.95
50.75
308.0
96.05
198.65
45.65
195.75
101.3
128.2
37.05
56.1
55.05
95.45
60.8
96.65
98.85
37.7
365.25
145.05
51.25
50.95
64.4
47.1
59.8
109.95
82.75
45.05
53.2
60.3
78.85
57.8
82.85
70.25
34.15
54.9
59.2
116.6
47.65
42.85
125.45
57.65
226.2
81.25
45.65
63.3
74.3
50.45
57.35
48.7
63.65
44.5
70.5
59.1
174.35
54.75
307.8
50.2
190.75
74.45
48.2
37.15
121.7
101.5
83.0
61.5
156.4
100.85
55.95
119.55
63.8
105.6
331.85
72.55
51.0
55.95
63.05
356.4
208.85
41.4
43.05
63.7
62.4
74.9
78.2
40.8
133.05
279.35
49.9
54.75
62.6
321.3
86.7
305.05
107.6
121.85
77.0
181.25
112.45
65.05
47.75
128.95
418.5
45.6
58.75
67.2
51.05
115.3
119.1
55.9
68.6
55.75
68.25
